Question de recherche,Sous-question de recherche,Groupe de population,Indicator,Sous-ensemble de donnée,Sanmatenga,Loroum,Yatenga,Mouhoun,Komonjdjari,Bam,Kossi,Gourma,Nayala,Yagha,Soum,Oudalan,Sourou,Kompienga,Banwa,Gnagna,Namentenga,Zondoma,Tapoa,Bale,Passore
Protection,Sécurité,Préoccupation en matière de protection des hommes: Non,Sous-ensemble de donnée,35,77,11,47,94,35,82,85,73,96,32,20,28,82,30,92,79,73,62,42,95,50
Protection,Sécurité,Préoccupation en matière de protection des hommes: Oui,Sous-ensemble de donnée,65,23,89,53,6,65,18,15,27,4,68,80,72,18,70,8,21,27,38,58,5,50
Protection,Sécurité,Risque femmes exposées: Accouchement forcé à domicile sans prise en charge,Sous-ensemble de donnée,0,0,6,6,22,3,0,3,17,0,14,8,3,2,15,0,2,8,3,9,0,8
Protection,Sécurité,Risque femmes exposées: Autres (merci de préciser),Sous-ensemble de donnée,7,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,4,19,4
Protection,Sécurité,Risque femmes exposées: Conflits fonciers,Sous-ensemble de donnée,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,27,0,4,4,0,0
Protection,Sécurité,Risque femmes exposées: Enlèvements / kidnapping – général,Sous-ensemble de donnée,3,1,18,3,0,14,10,6,8,33,44,21,18,15,20,25,14,0,6,13,0,13
Protection,Sécurité,Risque femmes exposées: Enlèvements / kidnapping pour du travail forcé (contre sa volonté),Sous-ensemble de donnée,0,5,5,3,11,0,3,1,0,32,25,1,1,0,0,20,0,0,0,1,0,2
Protection,Sécurité,Risque femmes exposées: Harcèlement pour révéler des informations,Sous-ensemble de donnée,0,2,9,3,11,24,7,0,8,0,19,5,2,0,22,0,12,3,0,11,12,1
Protection,Sécurité,Risque femmes exposées: Incident causé par la transhumance,Sous-ensemble de donnée,0,0,0,0,0,3,1,0,0,0,3,0,0,0,1,0,0,1,4,0,0,0
Protection,Sécurité,Risque femmes exposées: Incident violent causé par une explosion / mine,Sous-ensemble de donnée,0,0,34,5,0,3,0,0,6,0,4,5,1,2,4,0,1,0,0,0,0,3
Protection,Sécurité,Risque femmes exposées: Je ne sais pas ou je ne souhaite pas répondre,Sous-ensemble de donnée,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Protection,Sécurité,Risque femmes exposées: Mariage forcé (contre sa volonté),Sous-ensemble de donnée,9,2,1,0,11,11,6,0,2,0,39,1,9,0,0,4,0,0,0,3,0,0
Protection,Sécurité,Risque femmes exposées: Meurtre / blessure au sein de la même communauté,Sous-ensemble de donnée,1,0,2,2,11,3,0,0,0,0,8,4,1,0,0,0,12,0,0,2,0,0
Protection,Sécurité,Risque femmes exposées: Meurtre / blessure entre membre de différents groupes,Sous-ensemble de donnée,1,0,3,1,0,19,0,0,10,0,6,1,2,6,16,12,2,0,0,11,0,0
Protection,Sécurité,Risque femmes exposées: Pillage / criminalité,Sous-ensemble de donnée,7,15,31,28,44,9,24,10,4,33,12,13,6,13,30,5,24,15,21,20,8,13
Protection,Sécurité,Risque femmes exposées: Recrutement forcé,Sous-ensemble de donnée,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0
Protection,Sécurité,Risque femmes exposées: Rumeurs d'attaques,Sous-ensemble de donnée,34,38,59,57,44,23,68,51,4,0,54,65,37,48,28,26,0,33,35,8,12,43
Protection,Sécurité,Risque femmes exposées: Séparation de la famille,Sous-ensemble de donnée,8,9,22,10,11,41,10,1,49,0,26,11,8,18,27,0,33,1,1,22,0,0
Protection,Sécurité,Risque femmes exposées: Tensions entre communauté hôte / communauté déplacé,Sous-ensemble de donnée,1,1,0,2,0,0,2,0,0,0,2,0,2,0,0,0,1,1,0,0,0,4
Protection,Sécurité,Risque femmes exposées: Tomber malade et ne pas pouvoir être pris en charge,Sous-ensemble de donnée,43,36,34,45,22,48,18,42,40,36,33,39,34,12,64,17,10,69,65,57,64,70
Protection,Sécurité,Risque femmes exposées: Travail forcé (contre sa volonté),Sous-ensemble de donnée,1,0,0,0,11,10,0,1,0,0,16,0,1,2,0,0,0,0,0,3,0,2
Protection,Sécurité,Risque femmes exposées: Violence entre voisins,Sous-ensemble de donnée,2,7,0,3,0,3,8,3,0,0,7,2,4,0,2,0,0,1,1,12,0,1
Protection,Sécurité,Risque femmes exposées: Violences sexuelles,Sous-ensemble de donnée,17,8,14,8,22,23,10,6,14,0,42,17,24,2,10,60,11,1,4,7,9,9
Protection,Sécurité,Risque femmes exposées: Vol de bétail,Sous-ensemble de donnée,0,11,4,1,11,0,2,0,0,0,1,0,2,10,2,0,0,2,0,1,0,1
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Accouchement forcé à domicile sans prise en charge,NA,6,4,1,0,0,0,0,2,0,0,17,1,1,0,0,0,13,0,0,0,0,3
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Autres (merci de préciser),NA,2,7,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,4
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Conflits fonciers,NA,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,1,0,2
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Enlèvements / kidnapping – général,NA,8,6,15,11,10,16,0,24,8,8,40,19,20,39,18,54,1,0,6,14,0,18
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Enlèvements / kidnapping pour du travail forcé (contre sa volonté),NA,0,4,9,5,10,3,0,2,0,33,30,0,0,4,3,17,0,0,0,1,0,1
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Harcèlement pour révéler des informations,NA,0,0,6,2,10,7,0,0,7,0,17,4,1,0,0,0,0,0,0,0,18,0
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Incident causé par la transhumance,NA,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Incident violent causé par une explosion / mine,NA,0,0,21,1,0,0,0,0,0,0,6,3,2,4,0,0,0,0,0,1,0,2
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Je ne sais pas ou je ne souhaite pas répondre,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Mariage avant 18 ans (mariage précoce) / Mariage forcé (contre sa volonté),NA,10,0,7,5,10,36,36,0,65,52,43,2,8,2,16,4,11,15,3,71,0,2
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Meurtre / blessure au sein de la même communauté,NA,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,2,0,1
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Meurtre / blessure entre membre de différents groupes,NA,1,0,0,0,0,11,0,1,14,0,6,0,0,2,9,0,1,0,0,4,0,0
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Pillage / criminalité,NA,3,4,17,23,20,0,14,6,0,0,6,10,1,14,0,0,0,6,11,1,0,7
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Recrutement forcé,NA,1,0,0,0,0,3,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Rumeurs d'attaques,NA,23,26,48,44,20,17,24,49,7,0,47,49,25,53,0,14,3,14,29,1,16,32
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Séparation de la famille,NA,11,12,28,12,20,34,1,1,16,0,17,19,14,0,33,0,48,1,2,22,0,6
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Tensions entre communauté hôte / communauté déplacé,NA,0,6,0,5,0,5,0,0,0,0,0,1,1,0,0,0,0,1,0,3,0,0
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Tomber malade et ne pas pouvoir être pris en charge,NA,45,29,20,41,31,27,5,13,22,67,38,36,41,0,62,9,5,58,63,16,100,45
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Travail forcé (contre sa volonté),NA,2,0,0,1,10,0,1,3,0,33,12,0,1,0,3,0,0,0,0,0,0,0
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Violence entre voisins,NA,1,0,0,3,20,0,16,4,0,0,7,1,5,0,0,4,0,1,2,2,0,0
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Violences sexuelles,NA,35,27,25,24,51,30,39,22,40,14,57,12,25,29,27,57,11,7,33,52,0,19
Protection,Sécurité,Risque filles (moins de 18 ans) exposées: Vol de bétail,NA,0,0,2,2,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Accouchement forcé à domicile sans prise en charge,NA,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Autres (merci de préciser),NA,4,0,0,6,0,0,0,12,0,0,2,1,0,0,3,0,0,4,0,0,0,3
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Conflits fonciers,NA,1,0,0,0,14,7,0,0,0,0,8,2,0,0,0,0,0,0,0,3,0,2
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Enlèvements / kidnapping – général,NA,16,2,17,12,41,34,0,10,10,56,43,20,20,21,47,33,20,8,4,32,0,24
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Enlèvements / kidnapping pour du travail forcé (contre sa volonté),NA,4,0,8,2,14,8,8,8,0,34,36,3,7,3,10,27,0,0,2,8,0,0
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Harcèlement pour révéler des informations,NA,0,0,8,1,0,17,3,0,11,0,23,3,7,0,23,0,0,4,0,25,16,0
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Incident causé par la transhumance,NA,0,0,1,2,0,7,1,0,0,0,9,0,3,0,0,0,0,0,7,0,0,1
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Incident violent causé par une explosion / mine,NA,0,4,24,4,0,2,1,2,3,0,4,5,4,3,6,13,5,9,0,9,0,6
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Je ne sais pas ou je ne souhaite pas répondre,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Mariage avant 18 ans (mariage précoce) / Mariage forcé (contre sa volonté),NA,0,0,0,0,14,0,0,0,17,0,26,0,0,0,0,0,0,0,0,2,0,0
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Meurtre / blessure au sein de la même communauté,NA,0,0,0,2,0,1,22,2,0,0,2,1,3,3,2,7,0,0,0,5,0,1
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Meurtre / blessure entre membre de différents groupes,NA,1,2,1,0,0,30,28,3,13,25,14,2,6,10,22,0,3,0,0,21,0,0
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Pillage / criminalité,NA,10,26,29,36,14,11,34,13,20,0,34,12,8,8,13,0,15,16,35,23,0,11
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Recrutement forcé,NA,17,3,10,2,0,30,3,0,16,34,64,6,13,36,21,0,26,12,0,21,0,1
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Rumeurs d'attaques,NA,28,31,56,48,41,34,3,53,14,0,59,60,38,61,12,20,7,21,36,21,14,48
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Séparation de la famille,NA,12,4,32,12,14,39,1,1,43,0,16,14,12,0,20,0,34,4,2,27,0,0
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Tensions entre communauté hôte / communauté déplacé,NA,0,10,0,0,0,3,1,0,3,0,3,0,1,0,0,13,0,0,0,0,14,0
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Tomber malade et ne pas pouvoir être pris en charge,NA,37,24,18,34,31,29,57,34,9,41,27,33,32,1,47,20,8,59,49,19,74,43
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Travail forcé (contre sa volonté),NA,7,4,0,3,0,5,1,3,0,34,23,0,0,2,3,20,15,1,0,4,0,0
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Violence entre voisins,NA,2,5,0,3,0,9,0,4,0,0,9,1,4,2,2,7,0,1,4,17,11,8
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Violences sexuelles,NA,0,0,1,0,0,0,0,0,17,0,11,1,0,0,0,0,0,0,0,0,0,0
Protection,Sécurité,Risque garçons (moins de 18 ans) exposées: Vol de bétail,NA,1,6,8,2,0,2,0,0,0,0,3,4,3,3,5,7,0,0,0,0,11,4
Protection,Sécurité,Risque hommes exposées: Accouchement forcé à domicile sans prise en charge,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0
Protection,Sécurité,Risque hommes exposées: Autres (merci de préciser),NA,1,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,9,2
Protection,Sécurité,Risque hommes exposées: Conflits fonciers,NA,0,0,1,0,11,5,0,2,0,0,11,1,1,0,7,0,26,0,4,6,0,1
Protection,Sécurité,Risque hommes exposées: Enlèvements / kidnapping – général,NA,24,15,32,17,34,48,19,8,40,43,43,38,30,31,54,17,14,8,12,48,0,23
Protection,Sécurité,Risque hommes exposées: Enlèvements / kidnapping pour du travail forcé (contre sa volonté),NA,3,4,8,5,0,24,6,4,20,0,27,11,7,3,12,0,6,0,3,19,0,5
Protection,Sécurité,Risque hommes exposées: Harcèlement pour révéler des informations,NA,0,9,14,7,11,30,6,0,14,0,15,7,4,0,35,0,4,3,0,23,0,0
Protection,Sécurité,Risque hommes exposées: Incident causé par la transhumance,NA,0,0,0,1,0,3,6,2,0,0,6,1,1,0,0,0,0,0,4,3,0,3
Protection,Sécurité,Risque hommes exposées: Incident violent causé par une explosion / mine,NA,2,1,44,9,0,7,0,0,3,0,12,12,3,2,18,6,5,1,0,1,0,5
Protection,Sécurité,Risque hommes exposées: Je ne sais pas ou je ne souhaite pas répondre,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Protection,Sécurité,Risque hommes exposées: Mariage forcé (contre sa volonté),NA,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0
Protection,Sécurité,Risque hommes exposées: Meurtre / blessure au sein de la même communauté,NA,1,3,5,0,11,3,0,1,0,0,11,5,1,2,0,0,7,0,0,7,0,0
Protection,Sécurité,Risque hommes exposées: Meurtre / blessure entre membre de différents groupes,NA,3,18,2,1,0,52,24,1,23,33,9,8,4,11,49,0,5,6,0,41,0,0
Protection,Sécurité,Risque hommes exposées: Pillage / criminalité,NA,19,22,50,27,11,39,52,9,54,0,30,28,30,11,17,22,20,27,28,31,0,15
Protection,Sécurité,Risque hommes exposées: Recrutement forcé,NA,11,0,6,10,11,12,7,0,10,11,52,2,6,2,10,0,9,3,0,12,0,3
Protection,Sécurité,Risque hommes exposées: Rumeurs d'attaques,NA,65,52,69,58,46,33,54,55,16,0,67,77,56,52,38,38,6,48,45,21,9,56
Protection,Sécurité,Risque hommes exposées: Séparation de la famille,NA,15,7,29,21,23,22,5,0,12,0,19,6,7,13,25,0,8,0,0,18,0,3
Protection,Sécurité,Risque hommes exposées: Tensions entre communauté hôte / communauté déplacé,NA,0,1,1,1,0,0,3,0,7,0,2,2,2,0,4,11,0,1,0,0,0,4
Protection,Sécurité,Risque hommes exposées: Tomber malade et ne pas pouvoir être pris en charge,NA,12,27,26,32,43,14,28,33,0,34,24,16,14,4,33,34,6,40,49,23,91,57
Protection,Sécurité,Risque hommes exposées: Travail forcé (contre sa volonté),NA,2,3,1,0,11,5,1,0,5,0,23,0,1,2,3,0,0,0,0,3,0,4
Protection,Sécurité,Risque hommes exposées: Violence entre voisins,NA,2,0,1,1,0,1,0,2,7,11,4,1,3,0,6,0,28,0,0,3,0,4
Protection,Sécurité,Risque hommes exposées: Violences sexuelles,NA,0,0,0,1,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0
Protection,Sécurité,Risque hommes exposées: Vol de bétail,NA,7,4,16,9,11,10,6,2,7,22,10,9,16,7,3,23,13,26,0,3,0,15
Protection,Travail des enfants,% de filles travaillant,NA,15,12,28,22,34,43,9,41,35,24,20,24,29,41,44,43,37,10,34,46,33,36
Protection,Travail des enfants,% de garçons travaillant,NA,30,15,32,35,41,50,16,50,32,32,33,35,36,49,56,46,36,13,43,38,33,41
Protection,Travail des enfants,Type de travail des enfants: Agriculture/Travaux champêtres,NA,48,38,61,62,86,68,37,94,75,88,75,30,60,85,61,97,71,62,79,68,85,93
Protection,Travail des enfants,"Type de travail des enfants: Artisanat (menuiserie, forge, soudure...)",NA,6,20,9,11,7,0,13,5,3,11,5,12,9,5,11,2,6,10,4,2,4,3
Protection,Travail des enfants,"Type de travail des enfants: Autre, préciser",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protection,Travail des enfants,Type de travail des enfants: Carrière / Mines,NA,7,25,11,12,3,1,29,0,0,1,30,20,4,1,0,0,16,12,9,0,2,3
Protection,Travail des enfants,Type de travail des enfants: Construction / Bâtiment,NA,5,2,2,4,10,3,5,5,2,6,5,7,5,12,0,9,2,0,3,0,0,0
Protection,Travail des enfants,Type de travail des enfants: Elevage /chasse,NA,11,2,33,29,13,44,16,24,8,24,17,9,10,19,14,32,24,12,38,21,46,44
Protection,Travail des enfants,Type de travail des enfants: Je ne sais pas / préfère ne pas répondre,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protection,Travail des enfants,Type de travail des enfants: Pêche,NA,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Protection,Travail des enfants,Type de travail des enfants: Petit commerce,NA,21,20,24,27,26,19,16,13,21,21,27,23,20,15,17,10,29,20,12,15,16,3
Protection,Travail des enfants,Type de travail des enfants: Prostitution,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protection,Travail des enfants,Type de travail des enfants: Recrutes,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protection,Travail des enfants,Type de travail des enfants: Restauration,NA,3,5,0,2,3,3,1,13,5,2,2,4,3,8,2,3,2,1,0,8,0,1
Protection,Travail des enfants,Type de travail des enfants: Transport,NA,1,3,0,0,0,0,5,0,1,2,0,1,3,0,0,2,0,0,3,0,0,0
Protection,Travail des enfants,Type de travail des enfants: Travaux domestiques,NA,29,5,62,35,67,74,12,77,70,53,9,50,44,71,71,58,53,22,43,80,63,65
Protection,Enfants,Au moins un membre du ménage montrant signes de détresse psychologique: Je ne sais pas / préfère ne pas répondre,NA,0,2,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA
Protection,Enfants,Au moins un membre du ménage montrant signes de détresse psychologique: Non,NA,88,93,73,89,97,88,96,97,79,97,93,87,89,97,75,99,77,90,90,81,97,83
Protection,Enfants,Au moins un membre du ménage montrant signes de détresse psychologique: Oui,NA,12,5,27,11,3,12,4,3,21,2,7,13,11,3,25,NA,23,8,10,19,3,17
Protection,Détresse,Nombre d’adultes montrant signes de détresse psychologique,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protection,Détresse,Nombre d’enfants montrant signes de détresse psychologique,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protection,Documentation,Documents d’identité possédés par le ménage: Pour aucun des membres de la famille,NA,1,1,1,1,1,1,2,1,0,NA,1,1,0,1,NA,NA,2,0,2,1,1,NA
Protection,Documentation,Documents d’identité possédés par le ménage: Pour tous les membres de la famille,NA,57,63,60,60,77,62,75,66,63,89,58,59,57,78,72,77,56,62,60,67,79,54
Protection,Documentation,Documents d’identité possédés par le ménage: Pour une partie des membres de la famille,NA,42,37,39,39,21,37,24,33,37,11,41,41,42,21,28,23,42,38,39,32,20,46
Protection,Documentation,"Titre de propriété possédé par le ménage: Non, aucun",NA,78,69,61,72,83,82,67,90,64,78,72,77,76,87,83,77,66,76,79,77,84,86
Protection,Documentation,"Titre de propriété possédé par le ménage: Oui, pour la terre seulement",NA,5,6,11,11,6,1,5,4,1,5,0,5,2,3,1,6,3,4,8,1,6,6
Protection,Documentation,"Titre de propriété possédé par le ménage: Oui, pour le logement et la terre",NA,11,16,24,10,6,10,21,3,28,11,11,8,11,8,11,12,25,11,6,16,5,6
Protection,Documentation,"Titre de propriété possédé par le ménage: Oui, pour le logement seulement",NA,6,9,4,7,5,7,8,3,7,6,17,10,12,2,5,5,6,9,7,7,5,2
Protection,Relations communautaires,Perception relation avec communauté hôte: Bonnes,Sous-ensemble de donnée,66,63,70,42,NA,53,64,45,57,NA,65,75,61,57,92,NA,NA,68,NA,71,NA,NA
Protection,Relations communautaires,Perception relation avec communauté hôte: Fragiles,Sous-ensemble de donnée,5,13,2,2,NA,5,9,1,2,NA,5,4,5,NA,NA,NA,NA,4,NA,NA,NA,NA
Protection,Relations communautaires,Perception relation avec communauté hôte: Je ne sais pas / ne souhaite pas répondre,Sous-ensemble de donnée,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protection,Relations communautaires,Perception relation avec communauté hôte: Mauvaises,Sous-ensemble de donnée,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA
Protection,Relations communautaires,Perception relation avec communauté hôte: Neutre,Sous-ensemble de donnée,NA,NA,1,1,NA,2,1,NA,4,NA,NA,1,1,1,8,NA,NA,NA,NA,9,NA,NA
Protection,Relations communautaires,Perception relation avec communauté hôte: Très bonnes,Sous-ensemble de donnée,29,24,27,55,NA,37,25,54,37,NA,29,20,31,41,NA,NA,NA,27,NA,20,NA,NA
Protection,Relations communautaires,Perception relation avec communauté hôte: Très mauvaises,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Protection,Relations communautaires,Perception relation avec personnes déplacées: Bonnes,Sous-ensemble de donnée,44,56,68,36,13,45,67,19,42,NA,24,59,52,22,50,6,31,41,19,39,10,12
Protection,Relations communautaires,Perception relation avec personnes déplacées: Fragiles,Sous-ensemble de donnée,2,6,3,1,NA,20,2,6,NA,NA,0,3,8,1,16,NA,NA,0,NA,10,NA,NA
Protection,Relations communautaires,Perception relation avec personnes déplacées: Il n'y a pas de personnes déplacées dans la localité,Sous-ensemble de donnée,25,16,10,27,66,2,6,39,21,94,51,7,7,46,2,65,45,20,62,18,79,62
Protection,Relations communautaires,Perception relation avec personnes déplacées: Je ne sais pas / ne souhaite pas repondre,Sous-ensemble de donnée,5,1,NA,2,9,NA,NA,8,1,2,5,NA,1,3,NA,14,1,2,2,2,5,1
Protection,Relations communautaires,Perception relation avec personnes déplacées: Mauvaises,Sous-ensemble de donnée,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,NA,5,NA,NA,0,NA,1,NA,NA
Protection,Relations communautaires,Perception relation avec personnes déplacées: Neutre,Sous-ensemble de donnée,4,5,6,8,11,14,1,4,10,4,3,3,1,11,25,14,12,1,13,18,3,19
Protection,Relations communautaires,Perception relation avec personnes déplacées: Très bonnes,Sous-ensemble de donnée,19,15,13,25,1,19,24,25,26,0,17,28,29,16,2,1,11,36,4,12,4,7
Redevabilité aux personnes affectées,Information,Ménage ayant accès à un réseau téléphonique stable à la maison: Je ne sais pas / préfère ne pas répondre,NA,0,NA,0,NA,1,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1
Redevabilité aux personnes affectées,Information,Ménage ayant accès à un réseau téléphonique stable à la maison: Non,NA,8,9,6,10,18,5,5,20,19,12,13,12,11,12,NA,8,38,4,7,1,16,9
Redevabilité aux personnes affectées,Information,Ménage ayant accès à un réseau téléphonique stable à la maison: Oui,NA,92,91,94,90,81,95,95,79,80,88,87,88,89,88,100,92,62,94,92,99,84,90
Redevabilité aux personnes affectées,Information,Ménage possédant un téléphone fonctionnel: Non,NA,2,1,0,2,6,0,0,8,3,6,6,0,4,7,1,2,5,2,2,0,2,5
Redevabilité aux personnes affectées,Information,Ménage possédant un téléphone fonctionnel: Oui,NA,98,99,100,98,94,100,100,92,97,94,94,100,96,93,99,98,95,98,98,100,98,95
Redevabilité aux personnes affectées,Information,Moyen préféré pour recevoir information: Appel téléphonique,NA,30,40,74,49,31,61,50,34,33,37,40,55,39,46,57,36,30,48,49,60,29,44
